tracking_id,trna.rep.1.tp.1_0,trna.rep.1.tp.2_0,trna.rep.1.tp.3_0,trna.rep.1.tp.4_0,rbf.rep.1.tp.4_0,rbf.rep.1.tp.1_0,rbf.rep.1.tp.2_0,rbf.rep.1.tp.3_0,trna.rep.3.tp.2_0,trna.rep.3.tp.3_0,trna.rep.3.tp.1_0,trna.rep.3.tp.4_0,rbf.rep.2.tp.4_0,rbf.rep.2.tp.1_0,rbf.rep.2.tp.3_0,rbf.rep.2.tp.2_0,trna.rep.2.tp.1_0,trna.rep.2.tp.3_0,trna.rep.2.tp.2_0,trna.rep.2.tp.4_0,rbf.rep.3.tp.2_0,rbf.rep.3.tp.3_0,rbf.rep.3.tp.1_0,rbf.rep.3.tp.4_0
VNG_2174H,7.63736,87.4006,536.181,107.303,0,922.432,504.377,1107.14,94.7096,200.825,180.937,302.515,0,0,0,0,211.957,158.581,255.351,75.7502,390.762,0,0,0
VNG_2175H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNG_2176H,128.641,135.088,394.127,374.889,192.136,597.857,309.697,151.068,172.546,251.317,180.959,519.155,185.047,316.427,88.7864,334.623,286.087,131.605,224.756,269.502,386.563,171.801,349.797,62.542
VNG_2177H,49.0881,37.683,89.9016,11.328,0,56.956,218.001,68.361,45.2339,38.4828,66.8986,54.48,191.399,165.463,241.065,159.392,70.5627,20.0897,48.8694,18.5224,144.767,276.419,140.702,0
VNG_2178H,288.253,330.168,310.443,100.154,0,596.558,587.145,572.812,418.682,264.762,317.82,147.145,0,479.924,504.983,267.117,439.405,187.626,357.965,96.3458,606.516,289.522,515.799,0
VNG_2179H,429.038,362.864,306.041,413.892,0,32.6873,53.6192,0,442.154,248.3,486.282,426.706,54.9225,131.483,92.232,54.8856,482.081,250.187,421.836,371.346,83.0823,19.8298,60.562,0
VNG_2180C,251.9,163.015,137.425,114.1,39.7986,656.999,461.88,200.269,167.067,152.128,217.665,112.569,148.941,524.354,161.841,501.973,252.701,106.111,153.287,131.745,596.398,215.101,450.84,145.094
VNG_2181G,328.81,223.048,138.013,111.725,26.8897,22.0187,31.303,36.9989,270.945,122.079,308.875,116.697,33.297,24.6025,15.5323,29.5775,373.715,137.448,188.051,109.484,18.6552,40.0731,38.0759,52.5171
VNG_2182H,137.894,115.39,156.313,174.424,0,0,0,0,152.382,144.341,133.097,155.919,0,32.4148,102.322,0,138.766,113.925,145.783,154.743,0,43.9983,22.3958,144.153
VNG_2183H,22.5419,25.9407,57.7492,41.2843,0,0,37.0163,20.3133,38.6157,43.9944,24.5562,55.147,14.2185,11.3462,23.8773,0,27.1999,32.947,34.3218,63.2329,21.5086,61.6031,0,33.6387
VNG_2184G,31.8559,52.8204,355.101,252.366,104.69,167.642,216.662,18.2919,72.5922,345.154,45.8645,360.481,89.6248,183.908,247.263,238.839,42.8158,265.208,81.0902,348.004,213.05,120.191,127.064,90.8736
VNG_2185H,4.56628,5.03894,44.3349,10.6926,23.3624,0,0,36.7377,5.91995,14.1512,9.56975,28.1353,0,34.2004,0,0,7.16279,7.90113,8.09619,25.1926,12.9665,18.5687,47.2589,0
VNG_2186G,405.674,379.247,494.17,418.749,101.41,88.576,121.081,53.1564,448.376,469.608,477.977,454.005,74.4144,188.043,31.2413,123.941,387.206,496.005,441.883,404.826,93.8068,80.6021,218.815,352.106
VNG_2187H,1144.86,946.689,439.578,518.681,375.764,246.156,538.383,590.895,1063.77,506.372,996.478,509.713,0,550.084,520.925,275.549,1067.57,620.245,915.633,487.254,208.554,746.655,456.071,1467.78
VNG_2189H,300.311,174.969,174.183,107.228,0,0,0,0,178.282,168.015,192.131,123.03,0,139.558,0,0,339.237,119.405,161.843,126.749,88.1851,0,0,0
VNG_2190G,542.912,570.729,243.136,256.045,66.5897,43.6218,34.8605,72.4939,524.078,306.704,552.232,235.959,50.7427,35.9931,61.5426,33.8057,539.508,400.814,498.428,263.75,48.33,40.7126,37.302,60.0247
VNG_2191H,24.8992,124.58,275.345,409.388,102.803,565.692,721.734,96.9953,163.44,430.325,35.8617,356.59,90.5235,403.323,171.02,467.391,24.4716,557.586,105.18,507.612,445.044,212.443,382.638,374.788
VNG_2193G,49.6135,298.055,423.748,780.613,103.621,110.306,115.988,122.209,359.327,740.508,69.8505,620.103,114.055,113.769,95.7673,80.735,56.5945,801.795,220.547,723.122,107.834,56.6222,91.705,202.378
VNG_2195G,349.721,1126.81,1945.39,2403.55,0,0,23.2978,51.1404,1328.19,2235.58,534.008,1845.45,35.7961,28.565,90.1694,0,362.8,2387.89,838.053,2110.66,18.0498,77.5453,39.4718,84.6882
VNG_2196G,43.336,306.266,482.287,942.364,57.8992,75.8576,24.8869,36.419,417.81,778.549,127.717,667.542,25.4918,57.6362,96.3195,59.4409,52.5632,952.001,237.713,981.374,64.2698,92.0382,70.2733,180.929
VNG_2197H,251.317,1007.82,1536.92,2603.21,0,0,0,452.698,2659.89,2676.68,1788.88,3760.64,0,0,0,0,417.412,2152.81,1060.44,2987.52,159.778,0,0,0
VNG_2199H,5.23042,12.8263,39.064,47.0697,6875.48,3946.17,4134.7,8555.21,24.9734,33.5168,16.2602,51.4556,10049.9,4192.24,5115.55,3434.45,6.31122,32.1552,16.2096,78.9603,4778.74,13298.3,5422.9,9691.3
VNG_2201G,7.31646,15.4105,28.5673,56.8427,45.4791,82.5025,27.5682,33.0077,22.5579,30.0405,14.1396,50.4724,61.6106,39.9463,61.4315,38.4808,9.4853,29.0646,16.7563,68.6859,44.6581,41.7085,41.0452,45.5504
VNG_2202H,13.0686,12.7172,36.253,38.8595,0,82.6657,90.4015,198.438,23.8532,35.0653,18.1456,58.8856,0,73.8929,116.627,46.2683,12.7654,31.8734,20.1762,52.4649,140.076,100.298,76.5802,0
VNG_2203G,334.813,189.662,145.178,80.4112,107.611,172.318,119.919,188.022,203.899,113.601,264.197,89.7564,171.089,84.0171,88.4039,96.4472,289.956,139.218,232.956,93.1916,112.815,209.074,149.958,62.2725
VNG_2204H,43.2447,28.7093,70.7476,17.1451,23.4768,61.5171,58.8646,18.4589,44.4957,34.5951,40.6552,32.2242,12.9204,37.8047,10.8487,86.0783,42.1034,38.1659,48.1027,34.1829,52.12,9.32985,47.4904,30.5677
VNG_2205H,553.045,367.137,118.525,156.123,61.1746,0,0,96.198,391.233,210.335,443.634,156.82,0,17.9108,0,0,501.126,200.197,355.247,145.523,50.9292,24.3112,37.1243,0
VNG_2206G,333.214,268.693,164.821,133.083,52.8759,129.893,113.638,51.9676,314.939,160.36,353.044,138.468,43.6502,118.043,73.3023,63.0079,353.314,162.094,298.359,157.223,84.3723,78.7996,112.309,17.2116
VNG_2207H,97.2482,70.0164,59.7642,111.346,74.401,454.896,432.32,155.996,68.3389,73.9385,86.1179,107.708,109.19,544.581,221.566,442.531,83.7334,90.1531,67.9423,150.511,440.466,223.399,434.786,129.164
VNG_2208G,850.357,622.84,193.498,149.265,5.75202,22.6083,28.8446,45.2257,536.313,240.468,744.438,123.313,18.9937,13.4727,42.5284,12.6539,846.999,296.487,552.21,148.181,28.7321,13.7154,11.6355,0
VNG_2210G,282.511,199.153,89.3952,78.6084,9.28121,48.6397,26.5957,29.1897,146.658,65.3723,240.536,64.2569,10.2158,19.0216,42.8887,13.6119,253.512,87.8497,165.876,73.3018,10.3024,7.37683,18.7746,24.169
VNG_2211H,49.996,49.3671,23.8296,16.2323,73.0257,0,20.9258,22.9668,50.5822,22.4727,52.1754,26.0159,32.1516,25.6567,53.9926,10.71,45.2023,32.9278,42.4284,23.3106,0,11.6084,11.8177,0
VNG_2213G,415.813,354.775,129.535,119.715,7.21265,28.3493,20.6681,11.342,368.709,159.782,383.138,122.975,19.8473,24.2849,29.9969,34.3789,406.028,176.81,306.449,134.959,20.0156,14.3318,11.6722,18.7823
VNG_2214G,14.4696,17.4116,43.8766,33.7372,44.6594,66.87,45.7048,50.1626,15.2622,48.4058,17.4286,34.9843,56.1788,54.1697,123.824,56.1411,11.9145,38.5121,17.3027,43.8091,60.1961,81.1335,64.5285,16.6138
VNG_2216G,627.019,572.957,610.091,767.043,20.9862,68.7384,15.0342,49.5016,622.155,717.401,634.404,658.059,34.6491,46.0827,67.8844,7.69462,641.487,596.941,618.701,609.302,11.6476,66.7204,8.49042,27.3248
VNG_2217G,3009.1,3160.99,1954.03,808.983,21.8502,38.1698,36.524,22.9065,2313.42,1791.49,2702.78,660.218,32.0672,53.3111,33.6568,64.0914,3178.35,2451.03,3532.09,784.466,28.2968,23.1558,41.2533,18.9665
VNG_2218G,2112.88,2541.14,1323.95,643.155,11.1288,14.5806,23.9176,17.5003,1622.48,1665.97,2088.19,460.583,24.4989,22.8082,61.712,16.3216,2246.54,2372.18,2535.48,699.961,0,17.6907,13.5072,28.9803
VNG_2219G,1702.69,2019.81,1310.1,547.807,18.7217,0,22.3533,9.81341,1477.63,1913.85,1935.66,486.286,34.3449,9.13563,5.76758,32.0337,1897.24,2360.24,2179.23,725.981,20.7817,14.8803,20.1981,0
VNG_2220G,1882.69,2125.63,1184.61,547.918,12.6035,49.538,22.5724,9.9096,1433.36,1857.17,2000.27,502.128,20.8089,42.4358,17.4723,9.2422,1918.08,2529.8,2224.99,714.78,27.9805,25.0436,22.9456,16.4102
VNG_2222G,185.239,181.842,100.367,193.487,100.81,313.684,279.847,59.4469,138.758,149.504,166.103,179.216,41.6103,365.251,139.754,231.013,170.157,170.889,156.813,287.683,216.81,120.188,275.298,98.4437
VNG_2223G,324.645,327.575,173.244,244.795,84.7696,143.97,92.2161,123.427,322.541,233.44,367.91,242.59,55.2922,110.307,78.3446,142.742,317.996,256.886,296.927,260.366,120.235,69.8714,77.4823,65.4064
VNG_2224G,2849.57,2647.84,695.883,953.235,34.2765,44.9079,49.1103,17.9668,2716.38,807.461,2752.55,874.731,50.304,36.7969,52.7976,33.5135,2688.97,1101.42,2751.71,811.575,44.3892,9.08114,55.4693,59.5057
VNG_2226G,5520.67,5892.03,8382.49,1348.45,34.9485,13.0824,21.4599,23.553,4609.3,14421.5,6721.52,1344.25,10.9907,8.77051,32.2996,18.3056,5281.86,17397.2,5368.66,1585.18,16.6259,7.93643,18.179,13.0012
VNG_2227C,898.068,839.342,589.475,1361.43,21.9655,172.671,0,0,960.181,807.716,1053.54,1554.08,48.3547,6.43109,40.6013,0,977.22,761.936,923.806,1389.85,36.5735,17.4585,0,0
VNG_2230H,47.2504,35.5997,48.4786,33.5283,367.24,529.259,245.546,596.74,32.687,33.8403,58.2755,29.6702,592.854,318.979,509.108,385.994,51.3991,38.4843,42.916,32.6929,441.617,457.29,396.2,510.037
VNG_2231C,6.8977,8.53798,41.7036,15.0751,20.2447,8.84131,29.006,21.2234,9.99785,15.5465,12.2111,21.1057,22.2833,45.4425,24.9471,44.5366,11.3352,11.6397,12.5793,15.3117,63.6713,26.818,43.6824,17.5729
VNG_2232G,42.8167,44.9056,73.246,33.2336,32.7513,42.9096,46.925,25.751,46.2918,40.1347,67.4213,41.0569,45.0615,59.931,7.56723,30.0208,44.2561,29.5795,44.0266,35.6859,59.0766,26.0311,79.5016,21.3217
VNG_2233C,322.318,196.017,111.908,206.391,0,0,0,48.9945,155.214,125.016,225.983,168.876,17.147,4.56106,14.3976,11.4237,293.02,145.989,217.246,178.232,17.2925,0,6.30258,0
VNG_2234G,1166.25,809.298,483.079,832.835,0,0,0,0,841.078,737.925,951.134,784.477,0,0,0,0,1162.72,666.364,953.661,608.102,0,66.359,0,0
VNG_2236H,657.243,503.13,186.998,97.7158,0,6139,5370.79,0,482.2,391.889,551.346,183.657,0,6585.01,0,2748.82,830.818,389.912,507.349,142.275,2600.61,0,4170.52,0
VNG_2237G,618.538,496.739,397.606,538.971,49.2501,64.5257,98.7896,46.4679,543.372,368.387,623.239,486.719,10.8419,66.3297,18.2069,72.2305,671.438,401.409,546.572,494.427,54.669,46.9735,119.551,153.901
VNG_2238C,131.23,144.406,269.507,720.252,42.9977,33.8004,30.8029,20.2844,134.124,239.487,146.221,736.447,118.318,30.2134,39.7387,25.2243,134.623,233.369,165.721,693.274,21.4779,58.0977,43.4892,22.3938
VNG_2239C,109.2,89.8541,49.7847,46.5362,116.854,27.8361,68.4922,66.8201,87.1664,34.7993,99.2194,45.5545,81.8498,65.3153,49.0898,132.43,97.9181,44.417,81.379,54.5393,94.3358,101.321,116.041,110.654
VNG_2240G,183.807,168.121,121.436,149.524,28.7784,87.9771,41.2328,30.1697,157.597,112.503,152.243,134.483,10.5588,44.9375,62.0601,35.1722,169.132,154.447,165.399,146.786,69.2139,45.7469,50.4528,24.9804
VNG_2241H,267.414,206.673,197.469,234.624,0,133.905,439.309,0,213.635,265.293,216.185,150.433,0,299.237,47.2292,149.895,246.856,249.796,222.044,170.132,397.077,81.2339,227.421,0
VNG_2242C,191.809,158.086,118.161,40.4749,243.435,885.945,1007.6,638.009,191.779,76.5243,185.141,62.2941,119.088,673.136,449.968,694.213,166.321,68.118,132.415,44.9369,585.476,408.469,404.891,281.744
VNG_2243G,3347.68,3101.89,3091.17,2441.88,0,0,30.6852,33.6781,3240.28,4613.4,4143.81,2339.57,0,106.597,39.5869,62.8198,3761,4344.17,3271.15,2028.02,130.752,34.0446,77.9815,0
VNG_2244H,908.014,800.96,326.775,465.115,93.1544,61.0238,133.469,0,626.366,989.404,924.127,438.099,0,54.5478,43.0469,68.3105,759.33,1248.06,728.463,452.798,51.702,74.0403,56.5315,0
VNG_2246H,107.945,159.151,102.119,327.662,81.4855,266.899,116.75,0,228.96,326.644,133.331,392.378,0,190.86,301.238,119.507,105.165,363.598,180.656,534.328,180.903,226.68,49.4502,0
VNG_2247G,136.412,169.534,217.104,162.068,226.127,155.928,520.085,243.297,137.961,271.899,115.842,114.61,104.799,212.555,351.979,349.094,112.673,308.133,183.455,161.501,409.538,227.025,202.229,154.961
VNG_2248H,19.8792,14.1158,50.6898,27.8986,0,0,29.4585,32.3318,21.2789,36.9604,23.4199,39.7684,67.8927,18.0592,0,15.0771,21.5641,41.6939,16.8858,51.5329,34.2342,32.6836,16.6365,53.5412
VNG_2249G,152.445,140.531,78.0546,96.5623,28.176,9.2288,20.1848,22.1536,135.291,85.3953,161.464,90.845,0,20.6235,19.5303,10.3308,156.308,92.6489,146.809,114.693,7.81904,39.1906,25.6483,36.6862
VNG_2251G,1160.98,1306.58,831.257,1447.62,21.3661,0,10.2042,11.1995,1257.4,1639.47,1215.7,1409.99,15.6784,20.852,13.1644,31.3357,1163.36,1956.27,1199.8,1543.4,11.8585,0,17.2883,55.6389
VNG_2252G,683.628,726.698,297.773,476.234,34.2533,44.8774,0,0,647.347,557.222,620.777,460.096,37.7024,20.0574,31.6571,25.1181,651.571,731.689,604.562,526.345,19.0111,27.225,55.4317,0
VNG_2253H,1517.17,666.266,287.319,176.413,236.026,1546.16,676.34,0,845.703,239.347,1161.16,179.893,0,1312.97,218.136,692.314,1555.06,206.354,789.278,128.181,654.988,375.192,286.468,0
VNG_2254C,269.723,124.405,100.882,39.2212,8.74468,400.994,438.519,68.7557,166.486,45.4293,189.353,49.2899,67.3765,501.815,88.9007,256.5,251.262,35.8394,124.514,36.3228,397.98,104.256,435.156,45.5436
VNG_2255C,113.4,73.4855,51.5938,29.7918,113.162,84.7204,104.23,76.2638,76.4558,48.5819,100.311,28.8067,71.1752,99.3951,29.8814,11.8546,92.4904,47.8129,66.4748,38.5213,125.613,51.3957,58.8628,84.1948
VNG_2256G,2574.99,1169.53,663.224,727.727,85.2111,316.315,183.132,66.9979,1253.41,592.033,1730.87,525.711,31.2638,195.428,39.3763,208.285,2321.33,621.714,1486.23,570.912,244.349,45.1513,183.862,36.9827
VNG_2257G,45.2191,54.0452,39.4235,11.1089,55.487,96.9295,66.2501,58.1695,43.1584,25.2088,44.4865,16.2541,30.5371,97.4734,59.8283,108.504,45.5416,30.1752,43.5328,14.8532,133.45,66.1527,82.3112,72.2462
VNG_2259C,50.8139,108.378,355.818,1247.56,66.3908,71.1678,159.979,170.837,83.0467,583.011,52.9923,1102.67,86.3625,120.162,100.405,97.3692,55.1471,543.607,130.88,1285.18,80.3953,230.261,70.8124,157.17
VNG_2260H,50.1238,60.0923,106.931,145.461,487.757,138.171,151.101,414.597,59.5497,135.181,54.1044,172.803,464.321,92.631,402.054,164.337,51.0214,155.492,79.0403,231.046,117.065,387.675,106.666,755.227
VNG_2262H,62.4187,52.9953,56.6629,46.298,35.1895,92.2082,75.6278,0,60.6483,96.5094,56.5613,46.2911,0,92.7256,0,51.6093,59.5044,107.885,49.2647,60.7121,39.0614,27.9691,42.7101,0
VNG_2263G,497.876,400.284,177.096,189.543,133.192,139.602,124.041,146.612,414.592,214.39,545.482,221.464,146.603,152.085,86.1676,136.738,508.307,256.154,359.311,194.646,133.062,105.862,129.326,104.052
VNG_2264C,190.162,184.205,71.6145,60.4248,15.032,216.638,376.905,118.19,145.949,88.9473,179.019,67.4312,82.7283,312.478,97.2487,132.276,173.021,132.327,161.916,74.1642,292.004,59.7382,267.587,117.433
VNG_2267G,100.057,95.6783,80.8045,126.287,58.616,61.4373,44.7911,61.4497,86.9991,114.671,90.2012,112.098,47.3135,36.6116,43.3386,31.5211,91.65,105.352,92.862,122.73,67.2343,43.4829,69.5623,10.176
VNG_2268H,943.177,729.882,313.567,286.169,287.881,754.343,618.701,452.698,929.961,422.049,872.887,377.365,633.739,421.431,266.061,422.209,1023.91,384.722,769.867,315.247,1597.78,0,349.406,0
VNG_2269G,186.011,165.744,97.1461,64.9663,27.7435,48.4647,33.125,14.5424,206.449,119.276,176.304,69.7737,40.7162,54.1519,8.5469,0,190.101,105.239,176.139,70.6923,61.5922,22.0509,44.897,0
VNG_2270G,38.2915,46.7636,71.8215,37.5627,76.7541,55.867,18.3285,46.9378,64.0737,60.4658,40.3722,43.455,65.7089,42.4475,43.3502,21.8883,48.4566,51.8568,54.1374,43.8733,33.1331,33.8918,50.0292,22.2082
VNG_2271G,130.306,171.832,325.657,277.275,0,21.8726,5.97987,13.1262,159.272,485.824,107.253,229.504,0,21.9954,0,12.2422,152.034,343.314,180.449,255.986,23.1643,6.63453,13.5083,0
VNG_2272G,52.3627,39.579,72.09,54.1669,48.4979,529.502,393.756,101.685,51.0298,62.2085,50.5868,63.8606,0,373.915,0,177.819,54.2382,48.4679,53.5314,64.1369,215.336,25.6979,372.797,0
VNG_2273H,76237.8,64830.5,26278,10488.5,0,1765.82,1287.38,706.473,77919.9,26559.7,86654.7,9922.32,494.501,1183.82,415.211,1317.78,74222.1,25796.6,61546.4,10776.6,748.042,0,1090.56,2339.83
VNG_2274C,262.158,300.762,391.592,3209.41,0,400.031,437.465,240.067,299.001,688.197,284.976,2108.53,336.074,312.881,564.373,111.949,327.429,553.893,256.29,2491.85,169.462,242.679,432.346,795.099
VNG_2276G,183.261,204.844,89.5895,68.249,19.7271,68.9219,28.2643,10.3404,185.888,103.754,188.158,73.1049,7.23783,55.8319,12.1546,33.7538,173.628,159.846,182.495,94.8345,69.3424,26.1322,50.5465,0
VNG_2277H,106.36,75.7826,39.9307,19.5339,346.419,75.6444,330.893,90.7917,75.6621,45.9361,103.652,35.0452,190.651,185.946,213.442,338.708,91.9644,48.027,59.9311,47.951,192.268,0,280.303,0
VNG_2279H,166.515,138.963,118.458,82.4126,118.974,311.75,477.293,149.67,136.071,141.961,170.799,100.818,26.1907,285.633,241.903,244.283,148.728,145.189,127.001,117.351,237.715,113.474,317.681,247.853
VNG_2280G,587.303,407.376,188.08,195.951,100.423,52.6285,136.689,110.542,319.522,167.034,478.539,159.1,55.2678,32.3423,111.374,88.3691,550.591,235.104,398.276,166.903,100.326,151.654,16.2514,52.302
VNG_2281C,276.068,494.543,1577.81,1245.56,187.15,851.739,677.414,170.382,485.065,1667.47,339.599,1689.69,65.0512,836.331,282.207,599.514,319.798,1586.38,607.918,1444.74,645.094,305.328,593.771,153.901
VNG_2282C,424.526,354.077,181.073,138.75,37.9899,49.773,27.2154,39.8264,290.855,216.786,370.29,129.575,27.8768,40.7833,11.7035,27.8581,358.827,323.474,281.407,161.77,105.425,80.5196,40.9857,65.9523
VNG_2283G,460.023,408.933,225.528,299.985,11.9182,35.1334,23.4796,4.6854,385.736,254.516,401.636,231.617,13.1183,18.3195,19.2761,17.4794,453.709,286.303,386.07,299.108,19.8444,16.5773,16.8762,15.518
VNG_2284G,461.764,432.683,363.088,271.491,488.913,2668.99,2013.94,576.618,347.948,373.951,368.663,242.817,403.608,2349.96,1091.99,1643.23,439.957,391.822,453.666,281.538,2057.77,1101.02,1945.04,742.681
VNG_2285C,1107.04,1311.44,1147.1,713.013,16.9101,221.55,109.027,26.5914,1382.51,1360.86,1031.43,569.716,0,227.744,62.5137,37.2007,1171.13,1354.26,1394.28,791.3,131.395,40.3211,109.462,44.0352
VNG_2286G,12.4254,19.0749,118.604,18.9241,92.8665,121.67,22.176,0,38.2652,60.3366,30.9283,46.0159,0,108.758,85.8277,68.0994,29.986,29.7854,30.0908,26.3013,85.9037,24.6038,50.0949,161.221
VNG_2288G,22.0354,21.6544,47.4118,17.7237,344.906,427.235,179.698,493.063,28.4886,39.7823,24.8061,24.4465,655.735,167.079,295.581,216.132,23.127,30.5027,23.315,19.1463,184.467,274.136,294.301,179.632
VNG_2289G,5.33345,4.76655,26.9805,7.77092,7.30409,28.7087,36.6278,0,9.45991,14.2915,6.73893,12.206,8.03958,25.662,47.2534,10.7122,4.71939,8.66256,7.70922,11.726,24.3233,11.6108,17.7302,0
VNG_2290G,19.2571,20.0735,78.6415,19.306,72.4014,23.7144,0,113.852,28.4813,43.8012,22.2155,30.3243,19.923,37.0961,16.7284,26.5461,25.7945,32.0372,26.6705,24.094,30.1378,0,51.2603,47.1347
VNG_2291G,11.5999,10.4927,32.8071,10.571,127.044,23.7784,65.0089,66.593,18.7196,21.4554,12.8769,14.9011,59.9301,51.3661,117.415,48.7991,13.3574,16.6278,14.0196,11.3884,47.0076,48.084,34.2657,63.0157
VNG_2292H,16.2526,48.0954,82.6641,78.0421,21.132,92.288,40.3697,22.1536,52.3384,103.943,23.8697,61.2676,7.75329,84.5564,65.101,41.3231,16.7975,115.242,42.2432,94.2028,109.467,55.9866,51.2965,36.6862
VNG_2293G,40397.8,39759.8,29853.8,34933.1,40.7428,0,29.1875,0,52058.3,39264.1,52347.2,37795.9,0,11.9287,0,0,49142.5,32823.4,44860.7,30259.4,22.6128,32.3829,0,0
VNG_2294G,68.5131,90.7004,104.254,120.964,29.2103,38.2703,20.9258,0,96.9893,130.556,84.3631,147.005,16.0758,25.6567,26.9963,10.71,87.9985,142.95,116.894,116.023,56.7424,34.8251,11.8177,190.164
VNG_2295G,172.969,136.338,141.583,109.093,0,129.511,141.631,93.2668,122.09,160.262,141.425,102.378,21.761,150.497,91.3587,217.464,157.931,195.876,162.728,112.489,153.618,78.5681,87.9832,0
VNG_2296C,105.241,117.483,118.487,115.657,133.834,350.689,325.981,126.274,100.64,189.307,91.6011,108.305,235.697,470.209,148.428,314.051,116.879,188.443,120.684,102.24,311.975,170.197,270.728,69.7028
VNG_2297H,428.191,463.706,405.294,235.758,51.9126,170.035,111.568,81.6333,458.112,422.856,410.748,197.164,114.28,144.391,95.9558,247.44,430.61,507.7,485.774,247.655,158.467,165.043,94.5107,135.184
VNG_2298H,115.276,100.203,133.733,87.126,221.286,267.62,60.9716,53.5348,95.6884,82.0509,77.7955,63.2351,56.2082,299.024,47.1956,137.306,102.018,76.567,90.7088,69.4002,236.187,148.823,165.279,44.3267
VNG_2299H,680.611,891.574,459.445,143.028,214.885,281.535,0,0,1421.45,237.64,640.045,158.413,0,62.9143,0,0,679.11,283.85,1215.59,127.114,0,512.38,0,0
VNG_2301G,201.406,338.425,75.4982,39.2801,0,0,0,0,321.319,85.6454,176.211,51.0179,0,16.5059,0,16.5363,148.36,110.424,379.059,62.3915,12.5158,8.96169,31.9315,29.3615
VNG_2302G,242.094,220.526,159.116,71.2956,80.3521,160.682,124.215,133.005,186.14,182.223,244.214,63.7405,32.5843,138.677,105.53,167.464,231.601,316.155,237.611,93.2988,194.816,87.394,152.275,77.0895
VNG_2304H,1012.1,1020.54,532.828,689.444,282.509,1665.6,2226.24,666.375,1160.14,656.69,1047.33,520.193,155.478,1861.05,1305.48,1760.9,978.696,801.414,1015.38,587.912,1489.57,785.896,2800.23,1103.51
VNG_2305C,481.122,492.964,176.35,115.98,31.9305,543.845,480.365,200.845,499.899,215.309,477.991,110.363,52.7186,518.85,309.859,526.832,473.979,261.095,444.691,120.689,336.716,279.167,587.778,41.5747
VNG_2306H,779.7,626.773,294.77,718.493,0,20.9171,11.4373,75.3168,625.62,440.564,778.297,715.99,87.8643,28.046,29.5104,23.4148,814.333,450.825,561.781,622.755,35.4438,0,32.2955,0
VNG_2307C,122.952,93.9324,43.6842,69.9158,47.1743,133.913,107.017,61.8186,98.8223,60.9683,103.104,70.252,51.9245,96.6823,79.9311,132.607,119.075,65.4933,88.0375,75.7434,161.458,162.477,124.055,0
VNG_2308G,455.687,544.523,433.606,359.531,26.3027,60.3066,42.3965,20.6807,454.473,626.973,432.542,302.984,14.4757,67.3834,6.07729,14.4659,456.778,654.889,483.347,280.456,80.2912,20.9058,31.9241,17.1236
VNG_2310H,321.596,371.315,453.954,599.938,0,0,116.333,127.679,330.827,594.968,366.295,520.151,0,0,0,0,298.798,694.468,373.075,629.968,180.256,0,32.849,0
VNG_2311H,398.575,461.129,473.859,888.874,0,64.1302,70.1315,0,439.893,866.342,426.834,849.182,80.8156,57.3245,45.2382,71.7878,380.476,1029.28,460.299,1027.46,54.3339,19.4523,59.4093,63.7324
VNG_2312C,85.9292,83.138,104.785,147.201,0,0,0,0,104.373,142.827,107.747,163.573,0,17.1021,0,0,96.5742,151.054,105.936,223.44,0,30.9513,0,0
VNG_2313H,189.756,150.842,65.0869,58.9318,41.1211,80.8131,73.6463,0,111.148,64.8693,148.936,51.6989,45.2618,48.158,0,0,188.262,69.2118,123.287,54.2714,45.6456,32.6836,24.9547,0
VNG_2314H,193.593,121.093,69.6532,52.0337,51.7512,67.8026,74.1476,54.2531,107.415,65.7661,135.292,55.9371,0,80.8096,47.8288,63.249,169.205,63.6167,107.963,48.2119,86.168,27.4217,27.9161,0
VNG_2315H,543.418,404.204,319.429,178.989,0,71.6569,48.9766,64.5043,400.549,183.549,526.016,158.426,15.0501,36.0295,50.5476,130.347,549.534,203.745,490.328,154.382,22.7666,32.6031,44.2546,35.6062
VNG_2316C,60.6991,33.4798,36.3773,13.5367,18.8985,49.5202,27.0771,118.872,38.0623,28.0684,53.7956,16.6457,0,0,17.4661,0,53.4286,28.859,36.6372,18.299,10.4889,15.0207,15.2916,0
VNG_2317G,45.6162,36.917,43.7707,13.4405,0,0,0,0,41.7192,21.2775,52.5758,21.2727,34.0876,18.1344,14.3109,0,51.9437,31.5723,36.7285,16.4795,25.7825,12.3073,12.5293,0
VNG_2320G,231.733,243.539,146.714,119.137,92.5825,66.1627,69.3394,52.9409,199.764,143.109,236.821,111.178,55.5846,72.6945,85.5652,80.2349,266.922,128.141,235.282,101.977,93.4265,93.6546,61.2921,54.7936
VNG_2321G,399.79,466.225,703.518,943.711,147.461,579.594,452.737,132.505,354.207,808.091,339.726,533.379,185.496,518.085,292.037,370.744,372.663,942.482,440.076,749.993,350.755,200.921,502.836,54.857
VNG_2322G,148.825,166.06,141.583,116.691,39.5515,25.9095,35.4177,0,148.013,139.492,156.059,98.1429,10.8835,8.68497,0,21.7525,143.197,202.278,156.347,119.903,0,7.85902,4.00037,0
